START,"A:6,2;L","A:6,2","A:3,2","A:6,2","A:6,2","A:3,2","A:6,2","A:6,2","A:3,2","A:6,2","A:6,2","A:3,2","A:6,2","A:6,2","A:3,2","A:6,2","A:6,2","A:3,2","A:6,2","A:6,2","A:3,2","A:6,2","A:6,2","A:3,2","A:6,2","A:6,2","A:3,2"
"A:3,2","A:6,2","A:6,2","A:3,2","A:6,2;D","A:6,2;D","A:3,2","A:6,2;D","A:6,2;D","A:3,2","A:6,2;D","A:6,2;D","A:3,2","A:6,2;D","A:6,2;D","A:3,2","A:6,2;D","A:6,2;D","A:3,2","A:6,2;D","A:6,2;D","A:3,2","A:6,2;D","A:6,2;D","A:3,2","A:6,2;D","A:6,2;D","A:3,2"
"A:3,2","A:6,2;D","A:6,2;D","A:3,2",B02,C80,"A:3,2",C79,D01,"A:3,2",D02,E80,"A:3,2",E79,F01,"A:3,2",F02,G80,"A:3,2",G79,H01,"A:3,2",H02,I80,"A:3,2",I79,NP,"A:3,2"
"A:3,2",NP,B03,"A:3,2",B04,C78,"A:3,2",C77,D03,"A:3,2",D04,E78,"A:3,2",E77,F03,"A:3,2",F04,G78,"A:3,2",G77,H03,"A:3,2",H04,I78,"A:3,2",I77,J03,"A:3,2"
"A:3,2",NP,B05,"A:3,2",B06,C76,"A:3,2",C75,D05,"A:3,2",D06,E76,"A:3,2",E75,F05,"A:3,2",F06,G76,"A:3,2",G75,H05,"A:3,2",H06,I76,"A:3,2",I75,J05,"A:3,2"
"A:3,2",A37,B07,"A:3,2",B08,C74,"A:3,2",C73,D07,"A:3,2",D08,E74,"A:3,2",E73,F07,"A:3,2",F08,G74,"A:3,2",G73,H07,"A:3,2",H08,I74,"A:3,2",I73,J07,"A:3,2"
"A:3,2",A36,B09,"A:3,2",B10,C72,"A:3,2",C71,D09,"A:3,2",D10,E72,"A:3,2",E71,F09,"A:3,2",F10,G72,"A:3,2",G71,H09,"A:3,2",H10,I72,"A:3,2",I71,J09,"A:3,2"
"A:3,2",A35,B11,"A:3,2",B12,C70,"A:3,2",C69,D11,"A:3,2",D12,E70,"A:3,2",E69,F11,"A:3,2",F12,G70,"A:3,2",G69,H11,"A:3,2",H12,I70,"A:3,2",I69,J11,"A:3,2"
"A:3,2",A34,B13,"A:3,2",B14,C68,"A:3,2",C67,D13,"A:3,2",D14,E68,"A:3,2",E67,F13,"A:3,2",F14,G68,"A:3,2",G67,H13,"A:3,2",H14,I68,"A:3,2",I67,J13,"A:3,2"
"A:3,2",A33,B15,"A:3,2",B16,C66,"A:3,2",C65,D15,"A:3,2",D16,E66,"A:3,2",E65,F15,"A:3,2",F16,G66,"A:3,2",G65,H15,"A:3,2",H16,I66,"A:3,2",I65,J15,"A:3,2"
"A:3,2",A32,B17,"A:3,2",B18,C64,"A:3,2",C63,D17,"A:3,2",D18,E64,"A:3,2",E63,F17,"A:3,2",F18,G64,"A:3,2",G63,H17,"A:3,2",H18,I64,"A:3,2",I63,J17,"A:3,2"
"A:3,2",A31,B19,"A:3,2",B20,C62,"A:3,2",C61,D19,"A:3,2",D20,E62,"A:3,2",E61,F19,"A:3,2",F20,G62,"A:3,2",G61,H19,"A:3,2",H20,I62,"A:3,2",I61,J19,"A:3,2"
"A:3,2",A30,B21,"A:3,2",B22,C60,"A:3,2",C59,D21,"A:3,2",D22,E60,"A:3,2",E59,F21,"A:3,2",F22,G60,"A:3,2",G59,H21,"A:3,2",H22,I60,"A:3,2",I59,J21,"A:3,2"
"A:3,2",A29,B23,"A:3,2",B24,C58,"A:3,2",C57,D23,"A:3,2",D24,E58,"A:3,2",E57,F23,"A:3,2",F24,G58,"A:3,2",G57,H23,"A:3,2",H24,I58,"A:3,2",I57,J23,"A:3,2"
"A:3,2",A28,B25,"A:3,2",B26,C56,"A:3,2",C55,D25,"A:3,2",D26,E56,"A:3,2",E55,F25,"A:3,2",F26,G56,"A:3,2",G55,H25,"A:3,2",H26,I56,"A:3,2",I55,J25,"A:3,2"
"A:3,2",A27,B27,"A:3,2",B28,C54,"A:3,2",C53,D27,"A:3,2",D28,E54,"A:3,2",E53,F27,"A:3,2",F28,G54,"A:3,2",G53,H27,"A:3,2",H28,I54,"A:3,2",I53,J27,"A:3,2"
"A:3,2",A26,B29,"A:3,2",B30,C52,"A:3,2",C51,D29,"A:3,2",D30,E52,"A:3,2",E51,F29,"A:3,2",F30,G52,"A:3,2",G51,H29,"A:3,2",H30,I52,"A:3,2",I51,J29,"A:3,2"
"A:3,2",A25,B31,"A:3,2",B32,C50,"A:3,2",C49,D31,"A:3,2",D32,E50,"A:3,2",E49,F31,"A:3,2",F32,G50,"A:3,2",G49,H31,"A:3,2",H32,I50,"A:3,2",I49,J31,"A:3,2"
"A:3,2",A24,B33,"A:3,2",B34,C48,"A:3,2",C47,D33,"A:3,2",D34,E48,"A:3,2",E47,F33,"A:3,2",F34,G48,"A:3,2",G47,H33,"A:3,2",H34,I48,"A:3,2",I47,J33,"A:3,2"
"A:3,2","A:6,2;U;D","A:6,2;U;D","A:3,2","A:6,2;U;D","A:6,2;U;D","A:3,2","A:6,2;U;D","A:6,2;U;D","A:3,2","A:6,2;U;D","A:6,2;U;D","A:3,2","A:6,2;U;D","A:6,2;U;D","A:3,2","A:6,2;U;D","A:6,2;U;D","A:3,2","A:6,2;U;D","A:6,2;U;D","A:3,2","A:6,2;U;D","A:6,2;U;D","A:3,2","A:6,2;U;D","A:6,2;U;D","A:3,2"
"A:3,2",PRB23,B35,"A:3,2",B36,C46,"A:3,2",C45,D35,"A:3,2",D36,E46,"A:3,2",E45,F35,"A:3,2",F36,G46,"A:3,2",G45,H35,"A:3,2",H36,I46,"A:3,2",I45,J35,"A:3,2"
"A:3,2",PRB22,B37,"A:3,2",B38,C44,"A:3,2",C43,D37,"A:3,2",D38,E44,"A:3,2",E43,F37,"A:3,2",F38,G44,"A:3,2",G43,H37,"A:3,2",H38,I44,"A:3,2",I43,J37,"A:3,2"
"A:3,2",PRB21,B39,"A:3,2",B40,C42,"A:3,2",C41,D39,"A:3,2",D40,E42,"A:3,2",E41,F39,"A:3,2",F40,G42,"A:3,2",G41,H39,"A:3,2",H40,I42,"A:3,2",I41,J39,"A:3,2"
"A:3,2",PRB20,B41,"A:3,2",B42,C40,"A:3,2",C39,D41,"A:3,2",D42,E40,"A:3,2",E39,F41,"A:3,2",F42,G40,"A:3,2",G39,H41,"A:3,2",H42,I40,"A:3,2",I39,J41,"A:3,2"
"A:3,2",PRB19,B43,"A:3,2",B44,C38,"A:3,2",C37,D43,"A:3,2",D44,E38,"A:3,2",E37,F43,"A:3,2",F44,G38,"A:3,2",G37,H43,"A:3,2",H44,I38,"A:3,2",I37,J43,"A:3,2"
"A:3,2",PRB18,B45,"A:3,2",B46,C36,"A:3,2",C35,D45,"A:3,2",D46,E36,"A:3,2",E35,F45,"A:3,2",F46,G36,"A:3,2",G35,H45,"A:3,2",H46,I36,"A:3,2",I35,J45,"A:3,2"
"A:3,2",PRB17,B47,"A:3,2",B48,C34,"A:3,2",C33,D47,"A:3,2",D48,E34,"A:3,2",E33,F47,"A:3,2",F48,G34,"A:3,2",G33,H47,"A:3,2",H48,I34,"A:3,2",I33,J47,"A:3,2"
"A:3,2",PRB16,B49,"A:3,2",B50,C32,"A:3,2",C31,D49,"A:3,2",D50,E32,"A:3,2",E31,F49,"A:3,2",F50,G32,"A:3,2",G31,H49,"A:3,2",H50,I32,"A:3,2",I31,J49,"A:3,2"
"A:3,2",PRB15,B51,"A:3,2",B52,C30,"A:3,2",C29,D51,"A:3,2",D52,E30,"A:3,2",E29,F51,"A:3,2",F52,G30,"A:3,2",G29,H51,"A:3,2",H52,I30,"A:3,2",I29,J51,"A:3,2"
"A:3,2",PRB14,B53,"A:3,2",B54,C28,"A:3,2",C27,D53,"A:3,2",D54,E28,"A:3,2",E27,F53,"A:3,2",F54,G28,"A:3,2",G27,H53,"A:3,2",H54,I28,"A:3,2",I27,J53,"A:3,2"
"A:3,2",PRB13,B55,"A:3,2",B56,C26,"A:3,2",C25,D55,"A:3,2",D56,E26,"A:3,2",E25,F55,"A:3,2",F56,G26,"A:3,2",G25,H55,"A:3,2",H56,I26,"A:3,2",I25,J55,"A:3,2"
"A:3,2",PRB12,B57,"A:3,2",B58,C24,"A:3,2",C23,D57,"A:3,2",D58,E24,"A:3,2",E23,F57,"A:3,2",F58,G24,"A:3,2",G23,H57,"A:3,2",H58,I24,"A:3,2",I23,J57,"A:3,2"
"A:3,2",PRB11,B59,"A:3,2",B60,C22,"A:3,2",C21,D59,"A:3,2",D60,E22,"A:3,2",E21,F59,"A:3,2",F60,G22,"A:3,2",G21,H59,"A:3,2",H60,I22,"A:3,2",I21,J59,"A:3,2"
"A:3,2",PRB10,B61,"A:3,2",B62,C20,"A:3,2",C19,D61,"A:3,2",D62,E20,"A:3,2",E19,F61,"A:3,2",F62,G20,"A:3,2",G19,H61,"A:3,2",H62,I20,"A:3,2",I19,J61,"A:3,2"
"A:3,2",PRB09,B63,"A:3,2",B64,C18,"A:3,2",C17,D63,"A:3,2",D64,E18,"A:3,2",E17,F63,"A:3,2",F64,G18,"A:3,2",G17,H63,"A:3,2",H64,I18,"A:3,2",I17,J63,"A:3,2"
"A:3,2",PRB08,B65,"A:3,2",B66,C16,"A:3,2",C15,D65,"A:3,2",D66,E16,"A:3,2",E15,F65,"A:3,2",F66,G16,"A:3,2",G15,H65,"A:3,2",H66,I16,"A:3,2",I15,J65,"A:3,2"
"A:3,2",PRB07,B67,"A:3,2",B68,C14,"A:3,2",C13,D67,"A:3,2",D68,E14,"A:3,2",E13,F67,"A:3,2",F68,G14,"A:3,2",G13,H67,"A:3,2",H68,I14,"A:3,2",I13,J67,"A:3,2"
"A:3,2",PRB06,B69,"A:3,2",B70,C12,"A:3,2",C11,D69,"A:3,2",D70,E12,"A:3,2",E11,F69,"A:3,2",F70,G12,"A:3,2",G11,H69,"A:3,2",H70,I12,"A:3,2",I11,J69,"A:3,2"
"A:3,2",PRB05,B71,"A:3,2",B72,C10,"A:3,2",C09,D71,"A:3,2",D72,E10,"A:3,2",E09,F71,"A:3,2",F72,G10,"A:3,2",G09,H71,"A:3,2",H72,I10,"A:3,2",I09,J71,"A:3,2"
"A:3,2",PRB04,B73,"A:3,2",B74,C08,"A:3,2",C07,D73,"A:3,2",D74,E08,"A:3,2",E07,F73,"A:3,2",F74,G08,"A:3,2",G07,H73,"A:3,2",H74,I08,"A:3,2",I07,J73,"A:3,2"
"A:3,2",PRB03,B75,"A:3,2",B76,C06,"A:3,2",C05,D75,"A:3,2",D76,E06,"A:3,2",E05,F75,"A:3,2",F76,G06,"A:3,2",G05,H75,"A:3,2",H76,I06,"A:3,2",I05,J75,"A:3,2"
"A:3,2",PRB02,B77,"A:3,2",B78,C04,"A:3,2",C03,D77,"A:3,2",D78,E04,"A:3,2",E03,F77,"A:3,2",F78,G04,"A:3,2",G03,H77,"A:3,2",H78,I04,"A:3,2",I03,J77,"A:3,2"
"A:3,2",PRB01,B79,"A:3,2",B80,C02,"A:3,2",C01,D79,"A:3,2",D80,E02,"A:3,2",E01,F79,"A:3,2",F80,G02,"A:3,2",G01,H79,"A:3,2",H80,I02,"A:3,2",I01,J79,"A:3,2"
"A:3,2","A:6,2;U","A:6,2;U","A:3,2","A:6,2;U","A:6,2;U","A:3,2","A:6,2;U","A:6,2;U","A:3,2","A:6,2;U","A:6,2;U","A:3,2","A:6,2;U","A:6,2;U","A:3,2","A:6,2;U","A:6,2;U","A:3,2","A:6,2;U","A:6,2;U","A:3,2","A:6,2;U","A:6,2;U","A:3,2","A:6,2;U","A:6,2;U","A:3,2"
"A:3,2","A:6,2","A:6,2","A:3,2","A:6,2","A:6,2","A:3,2","A:6,2","A:6,2","A:3,2","A:6,2","A:6,2","A:3,2","A:6,2","A:6,2","A:3,2","A:6,2","A:6,2","A:3,2","A:6,2","A:6,2","A:3,2","A:6,2","A:6,2","A:3,2","A:6,2","A:6,2;R",END
